,anticluster_stimuli,Var2,Freq
312,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/fingerprint.png,1
315,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/ceilingspeaker.png,1
327,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/toyfiretruck.png,1
342,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/shinpad.png,1
354,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/donotentersign.png,1
360,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/pavedsidewalk.png,1
363,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/keyhook.png,1
381,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/trafficlight.png,1
387,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/mailtruck.png,1
390,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/officechair03.png,1
396,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/radiator.png,1
405,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/spotlight.png,1
414,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/pokerset.png,1
417,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/aquarium.png,1
429,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/granolabar01.png,1
432,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/barrel01.png,1
441,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/mitresaw.png,1
453,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/pricesign.png,1
462,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/freezer02.png,1
468,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/electrictransformer.png,1
480,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/corn02.png,1
483,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/fanblades.png,1
489,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/buddhastatue.png,1
492,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/inukshuk.png,1
501,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/treadmill.png,1
510,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/pottery.png,1
516,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/dryingmachine02.png,1
528,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/bathtub.png,1
537,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/waterlily.png,1
549,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/manholecover.png,1
555,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/brasslipstrike.png,1
567,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/carsidemirror01.png,1
576,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/christmaswreath.png,1
585,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/punchingball.png,1
606,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/foot.png,1
624,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/key07.png,1
633,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/carjack.png,1
642,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/nailgun.png,1
648,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/dumpster.png,1
666,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/lychee01.png,1
672,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/firehydrant.png,1
684,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/bowtie.png,1
696,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/tombstone.png,1
699,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/sardinecan.png,1
708,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/flower01.png,1
714,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/casabamelon.png,1
723,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/boogieboard.png,1
732,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/whiteout.png,1
747,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/tricycle.png,1
756,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/doorbolt.png,1
759,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/discoball.png,1
765,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/frisbee.png,1
774,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/flipflop01b.png,1
780,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/generator.png,1
789,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/ear.png,1
804,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/golfball.png,1
810,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/waterheater.png,1
816,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/hose.png,1
828,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/tent.png,1
849,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/marble.png,1
855,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/fusebox.png,1
861,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/elbow.png,1
867,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/palmier.png,1
873,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/well.png,1
876,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/saltshaker03a.png,1
885,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/womenwashroomsign.png,1
894,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/litterbox.png,1
900,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/stool01.png,1
903,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/skiboot01a.png,1
918,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/dartboard.png,1
924,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/rollerblade.png,1
933,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/cupcake.png,1
942,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/jackolantern.png,1
951,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/donut.png,1
960,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/laundrybasket01a.png,1
969,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/bikewheel.png,1
978,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/microwave.png,1
993,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/communitymailbox.png,1
999,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/knee.png,1
1008,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/exercisebike.png,1
1017,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/windshieldwasherfluid.png,1
1026,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/locomotive.png,1
1035,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/stairs.png,1
1038,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/hand01b.png,1
1044,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/jumpingjack.png,1
1056,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/taillight.png,1
1065,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/watercolorpaintset.png,1
1068,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/coffeemaker.png,1
1080,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/headlight.png,1
1089,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/porsche.png,1
1095,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/flowerwreath.png,1
1098,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/forklift.png,1
1104,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/shoepolish.png,1
1110,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/smokedetector02.png,1
1122,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/aluminiumfoil.png,1
1137,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/aircompressor.png,1
1146,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/cactus.png,1
1155,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/dumpling.png,1
1161,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/parkbench02.png,1
1173,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/clover.png,1
1176,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/satellitedish01.png,1
1194,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/chocolatecroissant.png,1
1206,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/ruins.png,1
1218,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/jeep.png,1
1227,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/kiddiepool.png,1
1236,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/paninigrill.png,1
1245,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/trampoline.png,1
1251,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/schoolbus.png,1
1263,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/fence02.png,1
1272,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/holdfast.png,1
1281,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/woodencrate01.png,1
1290,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/electricoutlet.png,1
1302,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/chessknight03a.png,1
1311,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/suitofarmor.png,1
1314,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/visor.png,1
1326,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/sailboat.png,1
1338,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/atm.png,1
1350,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/shellpasta.png,1
1353,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/speedball.png,1
1356,3,https://memcog.fernuni.ch/studies/prm_wm_s1/images/stuffedpuffin.png,1
